date,cloud_cover,precipitation,min_temp,max_temp,morning_temp,afternoon_temp,evening_temp,night_temp,max_windspeed
2022-12-10,100.0,0.0,275.07,276.28,275.81,275.75,275.91,275.07,6.17
2022-12-11,100.0,0.67,275.65,276.98,276.79,276.96,276.16,276.37,4.63
2022-12-12,100.0,0.27,275.56,277.92,276.53,276.22,275.56,276.36,3.09
2022-12-13,100.0,0.0,274.65,278.26,276.99,275.75,274.92,278.19,6.69
2022-12-14,100.0,14.36,275.52,278.13,275.58,276.24,276.16,275.72,9.26
2022-12-15,100.0,21.84,274.14,279.41,278.24,276.54,274.57,278.63,8.23
2022-12-16,100.0,3.68,271.72,275.44,273.06,272.35,272.3,275.42,8.75
2022-12-17,100.0,2.78,268.81,271.71,270.63,269.74,268.9,271.54,8.75
2022-12-18,100.0,0.0,263.91,268.95,268.39,266.61,264.67,268.75,8.75
2022-12-19,0.0,0.0,261.39,267.12,265.08,263.08,261.39,266.25,7.72
2022-12-20,100.0,0.0,267.71,272.94,269.19,269.46,268.89,267.71,4.63
2022-12-21,20.0,0.0,263.52,273.65,271.54,266.67,263.52,273.28,4.63
2022-12-22,100.0,0.0,269.34,274.08,272.5,273.17,273.17,269.34,4.63
2022-12-23,100.0,6.92,250.63,272.28,257.48,252.05,250.89,272.28,12.35
2022-12-24,100.0,0.0,253.97,259.52,254.59,254.87,255.71,253.97,13.38
2022-12-25,26.0,0.0,256.57,262.96,261.68,258.72,256.95,260.45,11.32
2022-12-26,98.0,0.52,261.53,266.33,262.41,263.01,264.47,261.53,7.2
2022-12-27,0.0,0.0,260.19,267.42,266.76,262.3,260.41,266.72,5.66
2022-12-28,99.0,0.0,267.03,276.37,267.94,269.26,271.16,267.03,9.77
2022-12-29,75.0,0.0,277.88,285.03,279.42,279.37,280.69,277.88,10.29
2022-12-30,100.0,0.0,277.25,287.17,286.42,286.34,282.27,285.83,10.8
2022-12-31,100.0,0.0,270.76,277.25,275.82,272.23,270.81,277.25,4.12
