date,cloud_cover,precipitation,min_temp,max_temp,morning_temp,afternoon_temp,evening_temp,night_temp,max_windspeed
2022-12-17,100.0,2.78,24.19,29.41,27.46,25.86,24.35,29.1,19.57
2022-12-18,100.0,0.0,15.37,24.44,23.43,20.23,16.74,24.08,19.57
2022-12-19,0.0,0.0,10.83,21.15,17.47,13.87,10.83,19.58,17.27
2022-12-20,100.0,0.0,22.21,31.62,24.87,25.36,24.33,22.21,10.36
2022-12-21,20.0,0.0,14.67,32.9,29.1,20.34,14.67,32.23,10.36
2022-12-22,100.0,0.0,25.14,33.67,30.83,32.04,32.04,25.14,10.36
2022-12-23,100.0,6.92,-8.54,30.43,3.79,-5.98,-8.07,30.43,27.63
2022-12-24,100.0,0.0,-2.52,7.47,-1.41,-0.9,0.61,-2.52,29.93
2022-12-25,26.0,0.0,2.16,13.66,11.35,6.03,2.84,9.14,25.32
2022-12-26,98.0,0.52,11.08,19.72,12.67,13.75,16.38,11.08,16.11
2022-12-27,0.0,0.0,8.67,21.69,20.5,12.47,9.07,20.43,12.66
2022-12-28,99.0,0.0,20.98,37.8,22.62,25.0,28.42,20.98,21.85
2022-12-29,75.0,0.0,40.51,53.38,43.29,43.2,45.57,40.51,23.02
2022-12-30,100.0,0.0,39.38,57.24,55.89,55.74,48.42,54.82,24.16
2022-12-31,100.0,0.0,27.7,39.38,36.81,30.34,27.79,39.38,9.22
